1;ebastuart;4:1;LoD;250000
2;Magnerian;12:5;milch & co;208175
3;sting;2:2;milch & co;167122
4;7001;12:9;milch & co;143417
5;Ranger;4:2;LoD;100000
6;WiWaW3ltr4umImp3r4t0r;13:1;LoD - S;72500
7;Spawn;4:3;LoD;69427
8;seppel;16:4;LoD;48407
9;AntiChrist;15:10;;46415
10;Snake4you;16:1;LoD;44982
11;zeeeNo;1:4;milch & co;40000
12;LastKibou;4:12;LoD;40000
13;erazor;12:11;milch & co;30125
14;raupi;10:2;;25852
15;Dunkelzahn;3:18;;25000
16;crashx;16:7;LoD;24379
17;OpeDeia;16:2;LoD;23859
18;RoterOktober;6:2;1337;22587
19;Killer2;12:8;milch & co;21483
20;rositzky;6:1;1337;20000
21;Frost;3:17;;17520
22;d0wn;2:7;milch & co;16174
23;Barney;10:1;;16000
24;dohrn;2:3;milch & co;15000
25;Justy;12:4;milch & co;12593
26;Logan;2:11;milch & co;10299
27;BaLL1;9:12;LoD;10000
28;OneTwoJango;9:3;LoD;10000
29;dos;3:3;;10000
30;dao;15:1;;10000
31;roCko;4:4;LoD;8506
32;grimreaper;9:5;LoD;7997
33;bimsi;12:6;milch & co;6358
34;macgyver;12:1;milch & co;5372
35;sch4k;2:1;milch & co;5010
36;ralle;15:3;;4435
37;H;2:8;milch & co;4370
38;fusel;9:9;LoD;3186
39;stinger;12:3;milch & co;2061
40;OrkiSniper;3:12;;2005
41;MojoJojo;9:10;LoD;2000
42;Lupus;9:8;LoD;1523
43;D3S3RT;16:3;LoD;1300
44;roehre;12:2;milch & co;1114
45;Mushu;15:9;;1035
46;DesertEagel;16:8;LoD;1001
47;Flummel;4:11;LoD;1000
48;m0sch;2:12;milch & co;1000
49;MELGE;15:11;;500
50;DeM;10:4;;416
51;xR4v3Nx;9:7;LoD;104
52;Schlosser;15:6;;100
53;danjo;2:9;milch & co;1
54;howgie;9:2;LoD;0
55;skil;17:1;;0
56;he1n;1:3;milch & co;0
57;WaCkElDaCkEl;16:5;LoD;0
58;HentaiBob;3:10;;0
59;grosserdickerkoenig;8:3;dieGuten;0
60;huebi;15:12;;0
61;ListigerLux;3:1;;0
62;Scarab;15:2;;0
63;s4int;2:4;milch & co;0
64;TheEnEmY;5:1;;0
65;Biggi;11:1;;0
66;sensei;3:6;;0
67;HansDampf;15:8;;0
68;Tealc;16:6;LoD;0
69;NaSI;3:11;;0
70;AVi;15:13;;0
71;VooDoo;3:2;;0
72;slash0r;2:5;milch & co;0
73;Machete;12:10;milch & co;0
74;shog;3:7;;0
75;bLiZz;7:1;;0
76;fuchS;2:10;milch & co;0
77;Honk3DFX;9:4;LoD;0
78;hahahihimoin;13:2;LoD - S;0
79;munk;4:10;LoD;0
80;potto;15:14;;0
81;gehkacken;15:5;;0
82;bigbigj;2:6;milch & co;0
83;Hiob;1:1;milch & co;0
84;PeterPlanlos;3:8;;0
85;Janus;8:1;dieGuten;0
86;bender;14:1;;0
87;clrscr;12:7;milch & co;0
88;Konan;3:14;;0
89;TribunGT;10:3;;0
90;Viper;15:15;;0
91;krulle;3:4;;0
92;MrBinkels;9:1;LoD;0
93;blizzaad;12:12;milch & co;0
94;-evuel-;1:2;milch & co;0
95;Schram;3:9;;0
96;fetzonk;8:2;dieGuten;0
97;ORKIDJPlanlos;9:6;LoD;0
98;Romi;3:16;;0
99;caliban;15:16;;0
100;Topper;3:5;;0
