1;midnightpanther;9:5;3ste PWNER;618279933
2;::76ers::TigA;7:6;3ste PWNER;244814241
3;.:ThePunisher:.;20:3;Freestyle;212462416
4;Nudelsupp;731:6;8472;156894719
5;wursthaufen;1:4;ADMIN;127018800
6;RubberBear;731:2;8472;125725496
7;xpender;1:1;ADMIN;122077400
8;Knudson;737:5;Fl4m0ng0s;121079437
9;LQL-.-;15:6;-KiBO-;116456402
10;BiGGi;999:6;3ste PWNER;106495308
11;Morris1900;69:4;[SC];99235333
12;HmM;7:5;3ste PWNER;96186283
13;-_-;999:4;3ste PWNER;88599288
14;SchwarzerEngel;737:6;Fl4m0ng0s;88544565
15;Namless;735:4;DANGER;86985569
16;ToTalUse-_-;49:2;[ToT];84995506
17;Niggaaa;15:3;-KiBO-;80021187
18;Molak;735:2;DANGER;74378446
19;zoolander;73:3;Freestyle;72800143
20;sprudel;999:5;3ste PWNER;68938587
21;TheRealMagic;9:4;3ste PWNER;68682243
22;thabigbob;3:8;;61871000
23;GlamdringHellhammer;737:4;Fl4m0ng0s;60992339
24;mliw;2:5;;60488237
25;derDa_1106;667:4;;59724700
26;inepro;36:1;;59622700
27;Blumenkind;702:1;;58819345
28;Gimmli;17:1;-KiBO-;57804500
29;Schlafmütze;675:6;;56897399
30;X-treme;667:5;;54407790
31;dust;682:6;;54290719
32;Morlock54InDaHouse;73:2;Freestyle;52822137
33;3käsehoch;669:5;:.alone.:;51880425
34;galnet;2:1;;49122950
35;Pec;10:4;-TKKG-;47445639
36;Jesus;11:2;Fl4m0ng0s;46814184
37;Haa;23:3;Devil;46402714
38;Neoangin;673:5;DNA;45641054
39;sPeeD_laRs;20:5;Freestyle;45590584
40;toffer;7:3;3ste PWNER;45323500
41;t53;34:1;;45157900
42;Gobbles;11:3;Fl4m0ng0s;44619874
43;Mafiaroxxt;1038:5;E-605;44605767
44;Badekappe;1027:6;;44358940
45;HaSu-_-;49:4;[ToT];43170804
46;pranx;715:1;[SC];43136957
47;MILKYWAY;731:1;8472;42893736
48;xTobix;779:2;;42356620
49;Soul_Dragon;74:8;;42036781
50;loli;1025:3;Plüschis;41868560
51;Sadohasi;70:7;;40100000
52;Fabe;74:1;;40060135
53;no-Limit.SoLdier;677:2;:-);38422675
54;Sk0rp;9:1;3ste PWNER;37674452
55;Jogilein;737:3;Fl4m0ng0s;36725343
56;Nebel;675:3;;36724623
57;VivaLosTioz;679:3;DaL;36391268
58;revilo;20:4;Freestyle;36275000
59;From-Hellscream;26:4;]n1c[;36122567
60;Zerobias;584:5;Devil;36051522
61;Schnorchel;680:1;DNA;35968660
62;KingBono;22:1;;35089721
63;Rascal;23:5;Devil;34832054
64;ürnxy;74:4;;33580550
65;Pyro;999:2;3ste PWNER;33043421
66;Feier;672:3;8472;32972881
67;Marine;671:4;;32845350
68;Graf_von_Wodka;49:5;[ToT];32567289
69;Köpenigga;15:1;-KiBO-;30994801
70;janvan;735:5;DANGER;30820225
71;shaggoth;728:6;underdogs;30478448
72;EarlGrey;11:6;Fl4m0ng0s;30400348
73;Corleone;678:4;-KiBO-;30100524
74;martha;675:7;;29934895
75;Paladin;669:1;:.alone.:;29686915
76;SinEater;679:1;DaL;28835410
77;muh;17:6;-KiBO-;28496543
78;Magic1980;731:4;8472;28384342
79;Exenpapa;680:2;DNA;28088918
80;.:Dino-HB:.;715:4;[SC];27624716
81;Dirty-_-Dave;21:3;underdogs;26495430
82;mathsch;731:3;8472;26257014
83;Terr0rSandmann;7:2;3ste PWNER;25535731
84;dschensi;25:2;Fl4m0ng0s;23952259
85;Dr.Acula;23:6;Devil;23936323
86;strolch;673:3;DNA;22329990
87;Bukem;74:7;;21687500
88;x4n;675:8;;21642076
89;Exitus;25:5;Fl4m0ng0s;21480383
90;ACAB;26:2;]n1c[;20691909
91;Interceptor;734:3;DANGER;20379484
92;DeStiny;706:5;;20048151
93;MYNAMEISKIDROCK;1027:2;;19853800
94;cejk-_-;3:2;;19847865
95;argu;18:1;;19696415
96;immoSTAR-Speed;667:1;;19286660
97;skywire;49:6;[ToT];19179604
98;Enomine;734:6;DANGER;19136039
99;Eiermann;1:2;ADMIN;19087835
100;Seneca;669:2;:.alone.:;18525865
